source,all_jobs,jobs_posted_in_7_days,companies,companies_posted_jobs_in_7_days,updated_date,last_update,string_date
TopCV,28145,20530,6516,6445,2022-05-08 02:20:08.406273,1.0,2022-05-08
Vietnamwork,10689,2672,4444,1624,2022-05-08 02:20:08.406273,1.0,2022-05-08
Careerbuilder,28344,2444,3567,960,2022-05-08 02:20:08.406273,1.0,2022-05-08
Itviec,2121,1114,1011,610,2022-05-08 02:20:08.406273,1.0,2022-05-08
TopDev,614,397,287,220,2022-05-08 02:20:08.406273,1.0,2022-05-08
ITNavi,795,524,405,318,2022-05-08 02:20:08.406273,1.0,2022-05-08
Glints,8550,2083,1629,703,2022-05-09 07:00:57.833823,3.0,2022-05-09
LinkedIn,29570,6716,,,2022-05-09 07:00:57.833823,3.0,2022-05-09
TopCV,27883,20316,6491,6381,2022-05-09 07:00:57.833823,3.0,2022-05-09
Vietnamwork,10117,2638,4234,1612,2022-05-09 07:00:57.833823,3.0,2022-05-09
Careerbuilder,28828,2451,3586,961,2022-05-09 07:00:57.833823,3.0,2022-05-09
Itviec,2125,1135,1010,626,2022-05-09 07:00:57.833823,3.0,2022-05-09
TopDev,614,438,287,230,2022-05-09 07:00:57.833823,3.0,2022-05-09
,,,,,2022-05-09 07:00:57.833823,1.0,
,,,,,2022-05-09 08:51:15.160315,1.0,
,,,,,2022-05-09 08:51:15.160315,1.0,
,,,,,2022-05-09 08:51:15.160315,1.0,
,,,,,2022-05-09 08:51:15.160315,1.0,
Careerbuilder,28850,2476,364,313,2022-05-09 08:51:15.160315,2.0,2022-05-09
,,,,,2022-05-09 08:51:15.160315,1.0,
,,,,,2022-05-09 08:51:15.160315,1.0,
,,,,,2022-05-09 08:51:15.160315,1.0,
,,,,,2022-05-09 08:56:18.071059,1.0,
,,,,,2022-05-09 08:56:18.071059,1.0,
,,,,,2022-05-09 08:56:18.071059,1.0,
,,,,,2022-05-09 08:56:18.071059,1.0,
Careerbuilder,28854,2480,77,36,2022-05-09 08:56:18.071059,1.0,2022-05-09
Itviec,2137,1114,1011,622,2022-05-09 08:56:18.071059,1.0,2022-05-09
,,,,,2022-05-09 08:56:18.071059,1.0,
,,,,,2022-05-09 08:56:18.071059,1.0,
,,,,,2022-05-10 05:25:11.565944,1.0,
LinkedIn,29333,7317,,,2022-05-10 05:25:11.565944,2.0,2022-05-10
,,,,,2022-05-10 05:25:11.565944,1.0,
Vietnamwork,10713,3406,4472,2006,2022-05-10 05:25:11.565944,2.0,2022-05-10
Careerbuilder,28899,3005,436,412,2022-05-10 05:25:11.565944,2.0,2022-05-10
Itviec,2137,1229,1007,646,2022-05-10 05:25:11.565944,2.0,2022-05-10
,,,,,2022-05-10 05:25:11.565944,1.0,
,,,,,2022-05-10 05:25:11.565944,1.0,
Glints,8584,2163,1629,720,2022-05-10 06:59:55.364357,1.0,2022-05-10
LinkedIn,29335,7317,,,2022-05-10 06:59:55.364357,1.0,2022-05-10
TopCV,29697,20746,6517,6481,2022-05-10 06:59:55.364357,1.0,2022-05-10
Vietnamwork,10713,3406,4472,2006,2022-05-10 06:59:55.364357,1.0,2022-05-10
Careerbuilder,28899,3005,3603,1114,2022-05-10 06:59:55.364357,1.0,2022-05-10
Itviec,2137,1229,1007,646,2022-05-10 06:59:55.364357,1.0,2022-05-10
TopDev,606,436,283,228,2022-05-10 06:59:55.364357,1.0,2022-05-10
ITNavi,710,522,383,294,2022-05-10 06:59:55.364357,1.0,2022-05-10
,,,,,2022-05-11 07:01:15.567553,1.0,
LinkedIn,29841,7425,,,2022-05-11 07:01:15.567553,4.0,2022-05-11
,,,,,2022-05-11 07:01:15.567553,1.0,
Vietnamwork,11215,3972,4586,2259,2022-05-11 07:01:15.567553,4.0,2022-05-11
Careerbuilder,28987,3441,1982,1221,2022-05-11 07:01:15.567553,4.0,2022-05-11
Itviec,2165,1326,1013,684,2022-05-11 07:01:15.567553,4.0,2022-05-11
,,,,,2022-05-11 07:01:15.567553,1.0,
,,,,,2022-05-11 07:01:15.567553,1.0,
,,,,,2022-05-11 08:05:42.101387,1.0,
LinkedIn,30060,7458,,,2022-05-11 08:05:42.101387,3.0,2022-05-11
,,,,,2022-05-11 08:05:42.101387,1.0,
Vietnamwork,11215,3972,4586,2259,2022-05-11 08:05:42.101387,3.0,2022-05-11
Careerbuilder,28990,3444,454,403,2022-05-11 08:05:42.101387,3.0,2022-05-11
,,,,,2022-05-11 08:05:42.101387,1.0,
,,,,,2022-05-11 08:05:42.101387,1.0,
,,,,,2022-05-11 08:05:42.101387,1.0,
,,,,,2022-05-11 08:16:03.368257,1.0,
LinkedIn,30041,7439,,,2022-05-11 08:16:03.368257,2.0,2022-05-11
,,,,,2022-05-11 08:16:03.368257,1.0,
Vietnamwork,11218,3975,4586,2260,2022-05-11 08:16:03.368257,2.0,2022-05-11
Careerbuilder,28990,3449,324,271,2022-05-11 08:16:03.368257,2.0,2022-05-11
Itviec,2165,1309,1013,679,2022-05-11 08:16:03.368257,2.0,2022-05-11
,,,,,2022-05-11 08:16:03.368257,1.0,
,,,,,2022-05-11 08:16:03.368257,1.0,
,,,,,2022-05-11 08:21:41.736769,1.0,
LinkedIn,30042,7440,,,2022-05-11 08:21:41.736769,1.0,2022-05-11
,,,,,2022-05-11 08:21:41.736769,1.0,
Vietnamwork,11218,3975,4586,2260,2022-05-11 08:21:41.736769,1.0,2022-05-11
Careerbuilder,28992,3450,426,380,2022-05-11 08:21:41.736769,1.0,2022-05-11
Itviec,2165,1309,1013,679,2022-05-11 08:21:41.736769,1.0,2022-05-11
,,,,,2022-05-11 08:21:41.736769,1.0,
,,,,,2022-05-11 08:21:41.736769,1.0,
